Areaname,GEOID,area
"Anderson, TX",48001,1078.05
"Andrews, TX",48003,1501.09
"Angelina, TX",48005,864.51
"Aransas, TX",48007,528.01
"Archer, TX",48009,925.85
"Armstrong, TX",48011,913.85
"Atascosa, TX",48013,1235.73
"Austin, TX",48015,656.44
"Bailey, TX",48017,827.43
"Bandera, TX",48019,797.6
"Bastrop, TX",48021,895.99
"Baylor, TX",48023,901.08
"Bee, TX",48025,880.39
"Bell, TX",48027,1087.19
"Bexar, TX",48029,1256.76
"Blanco, TX",48031,713.46
"Borden, TX",48033,906.11
"Bosque, TX",48035,1002.72
"Bowie, TX",48037,922.83
"Brazoria, TX",48039,1597.54
"Brazos, TX",48041,590.35
"Brewster, TX",48043,6193.22
"Briscoe, TX",48045,901.64
"Brooks, TX",48047,943.67
"Brown, TX",48049,957.03
"Burleson, TX",48051,677.83
"Burnet, TX",48053,1020.18
"Caldwell, TX",48055,547.46
"Calhoun, TX",48057,1032.24
"Callahan, TX",48059,901.34
"Cameron, TX",48061,1276.42
"Camp, TX",48063,203.21
"Carson, TX",48065,924.15
"Cass, TX",48067,960.41
"Castro, TX",48069,899.39
"Chambers, TX",48071,868.59
"Cherokee, TX",48073,1062.02
"Childress, TX",48075,713.66
"Clay, TX",48077,1116.23
"Cochran, TX",48079,775.34
"Coke, TX",48081,928.07
"Coleman, TX",48083,1281.55
"Collin, TX",48085,885.91
"Collingsworth, TX",48087,919.48
"Colorado, TX",48089,973.68
"Comal, TX",48091,574.65
"Comanche, TX",48093,947.74
"Concho, TX",48095,993.75
"Cooke, TX",48097,898.87
"Coryell, TX",48099,1056.81
"Cottle, TX",48101,901.66
"Crane, TX",48103,785.65
"Crockett, TX",48105,2807.66
"Crosby, TX",48107,901.74
"Culberson, TX",48109,3812.94
"Dallam, TX",48111,1505.37
"Dallas, TX",48113,908.87
"Dawson, TX",48115,902.16
"Deaf Smith, TX",48117,1498.36
"Delta, TX",48119,277.94
"Denton, TX",48121,957.72
"DeWitt, TX",48123,910.55
"Dickens, TX",48125,905.26
"Dimmit, TX",48127,1334.58
"Donley, TX",48129,933.09
"Duval, TX",48131,1795.82
"Eastland, TX",48133,931.98
"Ector, TX",48135,901.76
"Edwards, TX",48137,2120.13
"Ellis, TX",48139,951.73
"El Paso, TX",48141,1014.75
"Erath, TX",48143,1089.88
"Falls, TX",48145,773.86
"Fannin, TX",48147,899.23
"Fayette, TX",48149,959.92
"Fisher, TX",48151,901.82
"Floyd, TX",48153,992.57
"Foard, TX",48155,707.74
"Fort Bend, TX",48157,886.11
"Franklin, TX",48159,294.79
"Freestone, TX",48161,892.2
"Frio, TX",48163,1134.39
"Gaines, TX",48165,1502.91
"Galveston, TX",48167,876.46
"Garza, TX",48169,896.25
"Gillespie, TX",48171,1061.58
"Glasscock, TX",48173,901
"Goliad, TX",48175,859.43
"Gonzales, TX",48177,1069.91
"Gray, TX",48179,929.3
"Grayson, TX",48181,979.25
"Gregg, TX",48183,276.41
"Grimes, TX",48185,801.27
"Guadalupe, TX",48187,714.23
"Hale, TX",48189,1004.86
"Hall, TX",48191,904.13
"Hamilton, TX",48193,836.45
"Hansford, TX",48195,920.48
"Hardeman, TX",48197,697.05
"Hardin, TX",48199,897.43
"Harris, TX",48201,1777.89
"Harrison, TX",48203,915.17
"Hartley, TX",48205,1463.3
"Haskell, TX",48207,910.33
"Hays, TX",48209,679.85
"Hemphill, TX",48211,912.11
"Henderson, TX",48213,949.09
"Hidalgo, TX",48215,1582.78
"Hill, TX",48217,985.71
"Hockley, TX",48219,908.57
"Hood, TX",48221,436.82
"Hopkins, TX",48223,792.8
"Houston, TX",48225,1236.93
"Howard, TX",48227,904.27
"Hudspeth, TX",48229,4572.26
"Hunt, TX",48231,882.09
"Hutchinson, TX",48233,895.01
"Irion, TX",48235,1051.68
"Jack, TX",48237,920.18
"Jackson, TX",48239,857.1
"Jasper, TX",48241,969.68
"Jeff Davis, TX",48243,2264.77
"Jefferson, TX",48245,1111.32
"Jim Hogg, TX",48247,1136.24
"Jim Wells, TX",48249,868.3
"Johnson, TX",48251,734.43
"Jones, TX",48253,937.21
"Karnes, TX",48255,753.58
"Kaufman, TX",48257,806.87
"Kendall, TX",48259,663.1
"Kenedy, TX",48261,1945.6
"Kent, TX",48263,902.97
"Kerr, TX",48265,1107.76
"Kimble, TX",48267,1251.02
"King, TX",48269,913.38
"Kinney, TX",48271,1365.4
"Kleberg, TX",48273,1090.5
"Knox, TX",48275,855.5
"Lamar, TX",48277,932.53
"Lamb, TX",48279,1017.8
"Lampasas, TX",48281,714.02
"La Salle, TX",48283,1494.36
"Lavaca, TX",48285,970.44
"Lee, TX",48287,634.09
"Leon, TX",48289,1080.47
"Liberty, TX",48291,1176.33
"Limestone, TX",48293,933.22
"Lipscomb, TX",48295,932.28
"Live Oak, TX",48297,1078.94
"Llano, TX",48299,966.25
"Loving, TX",48301,676.88
"Lubbock, TX",48303,900.74
"Lynn, TX",48305,893.5
"McCulloch, TX",48307,1073.43
"McLennan, TX",48309,1060.27
"McMullen, TX",48311,1142.71
"Madison, TX",48313,472.48
"Marion, TX",48315,420.39
"Martin, TX",48317,915.69
"Mason, TX",48319,932.26
"Matagorda, TX",48321,1612.33
"Maverick, TX",48323,1291.84
"Medina, TX",48325,1334.63
"Menard, TX",48327,902.32
"Midland, TX",48329,902.03
"Milam, TX",48331,1021.74
"Mills, TX",48333,749.95
"Mitchell, TX",48335,915.98
"Montague, TX",48337,938.51
"Montgomery, TX",48339,1076.91
"Moore, TX",48341,909.68
"Morris, TX",48343,258.65
"Motley, TX",48345,989.87
"Nacogdoches, TX",48347,981.41
"Navarro, TX",48349,1086.27
"Newton, TX",48351,939.57
"Nolan, TX",48353,914.01
"Nueces, TX",48355,1166.58
"Ochiltree, TX",48357,918.14
"Oldham, TX",48359,1501.53
"Orange, TX",48361,379.56
"Palo Pinto, TX",48363,985.56
"Panola, TX",48365,821.39
"Parker, TX",48367,910.15
"Parmer, TX",48369,885.23
"Pecos, TX",48371,4765.11
"Polk, TX",48373,1109.91
"Potter, TX",48375,922.06
"Presidio, TX",48377,3856.54
"Rains, TX",48379,258.89
"Randall, TX",48381,922.49
"Reagan, TX",48383,1176.09
"Real, TX",48385,700.09
"Red River, TX",48387,1057.67
"Reeves, TX",48389,2642.13
"Refugio, TX",48391,818.72
"Roberts, TX",48393,924.25
"Robertson, TX",48395,865.73
"Rockwall, TX",48397,148.71
"Runnels, TX",48399,1057.22
"Rusk, TX",48401,938.7
"Sabine, TX",48403,576.65
"San Augustine, TX",48405,592.25
"San Jacinto, TX",48407,627.96
"San Patricio, TX",48409,707.11
"San Saba, TX",48411,1138.33
"Schleicher, TX",48413,1310.74
"Scurry, TX",48415,907.61
"Shackelford, TX",48417,915.61
"Shelby, TX",48419,834.6
"Sherman, TX",48421,923.27
"Smith, TX",48423,949.55
"Somervell, TX",48425,191.91
"Starr, TX",48427,1229.38
"Stephens, TX",48429,921.55
"Sterling, TX",48431,923.58
"Stonewall, TX",48433,920.31
"Sutton, TX",48435,1454.52
"Swisher, TX",48437,900.74
"Tarrant, TX",48439,897.56
"Taylor, TX",48441,919.34
"Terrell, TX",48443,2357.94
"Terry, TX",48445,890.96
"Throckmorton, TX",48447,915.54
"Titus, TX",48449,425.72
"Tom Green, TX",48451,1540.63
"Travis, TX",48453,1022.19
"Trinity, TX",48455,714.05
"Tyler, TX",48457,935.77
"Upshur, TX",48459,592.72
"Upton, TX",48461,1241.93
"Uvalde, TX",48463,1558.71
"Val Verde, TX",48465,3232.7
"Van Zandt, TX",48467,859.56
"Victoria, TX",48469,888.81
"Walker, TX",48471,801.51
"Waller, TX",48473,518.49
"Ward, TX",48475,835.81
"Washington, TX",48477,621.4
"Webb, TX",48479,3375.67
"Wharton, TX",48481,1094.51
"Wheeler, TX",48483,915.39
"Wichita, TX",48485,633.04
"Wilbarger, TX",48487,978.16
"Willacy, TX",48489,784.27
"Williamson, TX",48491,1136.5
"Wilson, TX",48493,808.64
"Winkler, TX",48495,841.29
"Wise, TX",48497,922.84
"Wood, TX",48499,695.87
"Yoakum, TX",48501,799.79
"Young, TX",48503,930.9
"Zapata, TX",48505,1058.18
"Zavala, TX",48507,1301.82
UTAH,49000,84904.12
"Beaver, UT",49001,2592.43
"Box Elder, UT",49003,6729.45
"Cache, UT",49005,1173.17
"Carbon, UT",49007,1484.69
"Daggett, UT",49009,723.1
"Davis, UT",49011,633.57
"Duchesne, UT",49013,3256.29
"Emery, UT",49015,4461.83
"Garfield, UT",49017,5208.5
"Grand, UT",49019,3694.3
"Iron, UT",49021,3302.12
"Juab, UT",49023,3406.46
"Kane, UT",49025,4108.6
"Millard, UT",49027,6828.51
"Morgan, UT",49029,610.79
"Piute, UT",49031,765.81
"Rich, UT",49033,1086.36
"Salt Lake, UT",49035,807.83
"San Juan, UT",49037,7933.64
"Sanpete, UT",49039,1602.71
"Sevier, UT",49041,1918.41
"Summit, UT",49043,1882.15
"Tooele, UT",49045,7287.73
"Uintah, UT",49047,4499.21
"Utah, UT",49049,2141.06
"Wasatch, UT",49051,1209.24
"Washington, UT",49053,2430.07
"Wayne, UT",49055,2466.61
"Weber, UT",49057,659.49
VERMONT,50000,9615
"Addison, VT",50001,808.46
"Bennington, VT",50003,677.72
"Caledonia, VT",50005,657.74
"Chittenden, VT",50007,619.62
"Essex, VT",50009,673.83
"Franklin, VT",50011,692.66
"Grand Isle, VT",50013,194.66
"Lamoille, VT",50015,463.47
"Orange, VT",50017,691.97
"Orleans, VT",50019,720.33
"Rutland, VT",50021,944.43
"Washington, VT",50023,695.83
"Windham, VT",50025,798.18
"Windsor, VT",50027,976.09
VIRGINIA,51000,42768.88
"Accomack, VA",51001,1310.18
"Albemarle, VA",51003,726.24
"Alleghany, VA",51005,446.93
"Amelia, VA",51007,358.57
"Amherst, VA",51009,478.81
"Appomattox, VA",51011,334.75
"Arlington, VA",51013,25.97
"Augusta, VA",51015,972.28
"Bath, VA",51017,534.59
"Bedford, VA",51019,769.36
"Bland, VA",51021,358.74
"Botetourt, VA",51023,545.98
"Brunswick, VA",51025,569.4
"Buchanan, VA",51027,503.9
"Buckingham, VA",51029,583.6
"Campbell, VA",51031,507.28
"Caroline, VA",51033,538.94
"Carroll, VA",51035,477.84
"Charles City, VA",51036,203.9
"Charlotte, VA",51037,477.46
"Chesterfield, VA",51041,438.43
"Clarke, VA",51043,178.2
"Craig, VA",51045,330.07
"Culpeper, VA",51047,382.32
"Cumberland, VA",51049,299.76
"Dickenson, VA",51051,334.57
"Dinwiddie, VA",51053,507.04
"Essex, VA",51057,285.92
"Fairfax, VA",51059,406.81
"Fauquier, VA",51061,651.83
"Floyd, VA",51063,381.49
"Fluvanna, VA",51065,290.23
"Franklin, VA",51067,711.6
"Frederick, VA",51069,415.66
"Giles, VA",51071,360.97
"Gloucester, VA",51073,288.02
"Goochland, VA",51075,290.01
"Grayson, VA",51077,445.93
"Greene, VA",51079,156.98
"Greensville, VA",51081,296.83
"Halifax, VA",51083,824.05
"Hanover, VA",51085,474.11
"Henrico, VA",51087,243.22
"Henry, VA",51089,384.41
"Highland, VA",51091,415.88
"Isle of Wight, VA",51093,362.79
"James City, VA",51095,179.73
"King and Queen, VA",51097,326.35
"King George, VA",51099,187.81
"King William, VA",51101,285.67
"Lancaster, VA",51103,231.36
"Lee, VA",51105,437.34
"Loudoun, VA",51107,521.14
"Louisa, VA",51109,510.83
"Lunenburg, VA",51111,432.4
"Madison, VA",51113,321.81
"Mathews, VA",51115,251.98
"Mecklenburg, VA",51117,679.34
"Middlesex, VA",51119,210.76
"Montgomery, VA",51121,389.44
"Nelson, VA",51125,474.34
"New Kent, VA",51127,223.77
"Northampton, VA",51131,795.4
"Northumberland, VA",51133,285.68
"Nottoway, VA",51135,316.13
"Orange, VA",51137,343.44
"Page, VA",51139,314.11
"Patrick, VA",51141,485.88
"Pittsylvania, VA",51143,978.21
"Powhatan, VA",51145,262.42
"Prince Edward, VA",51147,353.87
"Prince George, VA",51149,281.55
"Prince William, VA",51153,349.05
"Pulaski, VA",51155,329.6
"Rappahannock, VA",51157,266.86
"Richmond, VA",51159,216.4
"Roanoke, VA",51161,250.84
"Rockbridge, VA",51163,601.02
"Rockingham, VA",51165,853.35
"Russell, VA",51167,476.78
"Scott, VA",51169,538.66
"Shenandoah, VA",51171,512.56
"Smyth, VA",51173,452.33
"Southampton, VA",51175,603.07
"Spotsylvania, VA",51177,412.3
"Stafford, VA",51179,279.55
"Surry, VA",51181,310.32
"Sussex, VA",51183,492.86
"Tazewell, VA",51185,519.91
"Warren, VA",51187,216.35
"Washington, VA",51191,567.59
"Westmoreland, VA",51193,252.65
"Wise, VA",51195,404.56
"Wythe, VA",51197,464.63
"York, VA",51199,215.5
"Alexandria, VA",51510,15.38
"Bedford, VA",51515,6.86
"Bristol, VA",51520,11.59
"Buena Vista, VA",51530,6.83
"Charlottesville, VA",51540,10.26
"Chesapeake, VA",51550,350.92
"Clifton Forge, VA",51560,3.1
"Colonial Heights, VA",51570,7.79
"Covington, VA",51580,4.44
"Danville, VA",51590,43.94
"Emporia, VA",51595,6.96
"Fairfax, VA",51600,6.16
"Falls Church, VA",51610,2
"Franklin, VA",51620,7.72
"Fredericksburg, VA",51630,10.52
"Galax, VA",51640,8.07
"Hampton, VA",51650,128.56
"Harrisonburg, VA",51660,17.59
"Hopewell, VA",51670,10.72
"Lexington, VA",51678,2.49
"Lynchburg, VA",51680,49.77
"Manassas, VA",51683,10.03
"Manassas Park, VA",51685,1.83
"Martinsville, VA",51690,11.01
"Newport News, VA",51700,119.03
"Norfolk, VA",51710,96.3
"Norton, VA",51720,7.26
"Petersburg, VA",51730,23.22
"Poquoson, VA",51735,78.43
"Portsmouth, VA",51740,46.62
"Radford, VA",51750,10.19
"Richmond, VA",51760,62.61
"Roanoke, VA",51770,42.93
"Salem, VA",51775,14.55
"South Boston, VA",51780,5.55
"Staunton, VA",51790,19.76
"Suffolk, VA",51800,429.09
"Virginia Beach, VA",51810,497.35
"Waynesboro, VA",51820,14.06
"Williamsburg, VA",51830,8.74
"Winchester, VA",51840,9.33
WASHINGTON,53000,71302.65
"Adams, WA",53001,1929.73
"Asotin, WA",53003,640.69
"Benton, WA",53005,1760.19
"Chelan, WA",53007,2993.87
"Clallam, WA",53009,2676.14
"Clark, WA",53011,656.26
"Columbia, WA",53013,873.52
"Cowlitz, WA",53015,1166.41
"Douglas, WA",53017,1848.74
"Ferry, WA",53019,2257.46
"Franklin, WA",53021,1265.38
"Garfield, WA",53023,718.18
"Grant, WA",53025,2791.37
"Grays Harbor, WA",53027,2224.59
"Island, WA",53029,517.39
"Jefferson, WA",53031,2178.03
"King, WA",53033,2306.77
"Kitsap, WA",53035,565.98
"Kittitas, WA",53037,2333.24
"Klickitat, WA",53039,1904.29
"Lewis, WA",53041,2436.43
"Lincoln, WA",53043,2339.74
"Mason, WA",53045,1051.09
"Okanogan, WA",53047,5315.38
"Pacific, WA",53049,1223.58
"Pend Oreille, WA",53051,1425.34
"Pierce, WA",53053,1806.67
"San Juan, WA",53055,621.09
"Skagit, WA",53057,1920.49
"Skamania, WA",53059,1683.95
"Snohomish, WA",53061,2196.53
"Spokane, WA",53063,1780.82
"Stevens, WA",53065,2540.66
"Thurston, WA",53067,773.68
"Wahkiakum, WA",53069,286.7
"Walla Walla, WA",53071,1299.23
"Whatcom, WA",53073,2503.64
"Whitman, WA",53075,2177.61
"Yakima, WA",53077,4311.78
WEST VIRGINIA,54000,24231.44
"Barbour, WV",54001,342.77
"Berkeley, WV",54003,321.61
"Boone, WV",54005,503.22
"Braxton, WV",54007,516.2
"Brooke, WV",54009,92.26
"Cabell, WV",54011,288.04
"Calhoun, WV",54013,280.65
"Clay, WV",54015,343.85
"Doddridge, WV",54017,320.51
"Fayette, WV",54019,668.4
"Gilmer, WV",54021,340.09
"Grant, WV",54023,480.23
"Greenbrier, WV",54025,1024.49
"Hampshire, WV",54027,644.67
"Hancock, WV",54029,88.36
"Hardy, WV",54031,584.52
"Harrison, WV",54033,416.63
"Jackson, WV",54035,471.62
"Jefferson, WV",54037,211.59
"Kanawha, WV",54039,911.07
"Lewis, WV",54041,389.79
"Lincoln, WV",54043,438.61
"Logan, WV",54045,455.63
"McDowell, WV",54047,534.94
"Marion, WV",54049,311.51
"Marshall, WV",54051,312.2
"Mason, WV",54053,444.84
"Mercer, WV",54055,420.71
"Mineral, WV",54057,329.16
"Mingo, WV",54059,423.66
"Monongalia, WV",54061,365.91
"Monroe, WV",54063,473.68
"Morgan, WV",54065,229.69
"Nicholas, WV",54067,654.45
"Ohio, WV",54069,108.86
"Pendleton, WV",54071,698.21
"Pleasants, WV",54073,134.6
"Pocahontas, WV",54075,941.9
"Preston, WV",54077,651.45
"Putnam, WV",54079,350.42
"Raleigh, WV",54081,609.38
"Randolph, WV",54083,1040
"Ritchie, WV",54085,453.61
"Roane, WV",54087,483.8
"Summers, WV",54089,367.73
"Taylor, WV",54091,175.7
"Tucker, WV",54093,421.13
"Tyler, WV",54095,260.71
"Upshur, WV",54097,354.89
"Wayne, WV",54099,512.23
"Webster, WV",54101,556.18
"Wetzel, WV",54103,361.39
"Wirt, WV",54105,234.85
"Wood, WV",54107,376.98
"Wyoming, WV",54109,501.85
WISCONSIN,55000,65503.21
"Adams, WI",55001,688.57
"Ashland, WI",55003,2294.11
"Barron, WI",55005,890.08
"Bayfield, WI",55007,2041.75
"Brown, WI",55009,615.47
"Buffalo, WI",55011,709.63
"Burnett, WI",55013,880.44
"Calumet, WI",55015,397.06
"Chippewa, WI",55017,1041.36
"Clark, WI",55019,1219.14
"Columbia, WI",55021,795.78
"Crawford, WI",55023,599.29
"Dane, WI",55025,1238.43
"Dodge, WI",55027,907.08
"Door, WI",55029,2369.94
"Douglas, WI",55031,1480.03
"Dunn, WI",55033,863.96
"Eau Claire, WI",55035,645.31
"Florence, WI",55037,497.52
"Fond du Lac, WI",55039,765.87
"Forest, WI",55041,1046.49
"Grant, WI",55043,1183.44
"Green, WI",55045,584.62
"Green Lake, WI",55047,380.46
"Iowa, WI",55049,768.16
"Iron, WI",55051,919.29
"Jackson, WI",55053,1000.08
"Jefferson, WI",55055,582.8
"Juneau, WI",55057,804.22
"Kenosha, WI",55059,754.36
"Kewaunee, WI",55061,1084.61
"La Crosse, WI",55063,479.96
"Lafayette, WI",55065,634.62
"Langlade, WI",55067,887.95
"Lincoln, WI",55069,906.97
"Manitowoc, WI",55071,1493.85
"Marathon, WI",55073,1576.24
"Marinette, WI",55075,1550.26
"Marquette, WI",55077,464.46
"Menominee, WI",55078,365.02
"Milwaukee, WI",55079,1189.8
"Monroe, WI",55081,908.47
"Oconto, WI",55083,1149.18
"Oneida, WI",55085,1236.11
"Outagamie, WI",55087,644.46
"Ozaukee, WI",55089,1116.3
"Pepin, WI",55091,248.7
"Pierce, WI",55093,591.62
"Polk, WI",55095,956.33
"Portage, WI",55097,822.82
"Price, WI",55099,1278.57
"Racine, WI",55101,791.98
"Richland, WI",55103,589.45
"Rock, WI",55105,726.26
"Rusk, WI",55107,930.96
"St. Croix, WI",55109,735.85
"Sauk, WI",55111,848.51
"Sawyer, WI",55113,1350.44
"Shawano, WI",55115,909.39
"Sheboygan, WI",55117,1271.07
"Taylor, WI",55119,984.58
"Trempealeau, WI",55121,742.05
"Vernon, WI",55123,816.5
"Vilas, WI",55125,1017.92
"Walworth, WI",55127,576.55
"Washburn, WI",55129,853.13
"Washington, WI",55131,435.92
"Waukesha, WI",55133,580.52
"Waupaca, WI",55135,765.38
"Waushara, WI",55137,637.44
"Winnebago, WI",55139,578.75
"Wood, WI",55141,809.51
WYOMING,56000,97818.11
"Albany, WY",56001,4309.03
"Big Horn, WY",56003,3159.1
"Campbell, WY",56005,4801.69
"Carbon, WY",56007,7964.44
"Converse, WY",56009,4265.29
"Crook, WY",56011,2870.61
"Fremont, WY",56013,9266.21
"Goshen, WY",56015,2232.31
"Hot Springs, WY",56017,2006.32
"Johnson, WY",56019,4174.86
"Laramie, WY",56021,2687.82
"Lincoln, WY",56023,4089.23
"Natrona, WY",56025,5375.91
"Niobrara, WY",56027,2627.99
"Park, WY",56029,6968.85
"Platte, WY",56031,2111.02
"Sheridan, WY",56033,2527.14
"Sublette, WY",56035,4935.97
"Sweetwater, WY",56037,10491.73
"Teton, WY",56039,4221.96
"Uinta, WY",56041,2087.66
"Washakie, WY",56043,2242.85
"Weston, WY",56045,2400.13
