	shopname	meituan_id	dianping_id	address	lat	lon	google_road	google_qu	dianping_road	dianping_qu	meituan_category	dianping_category1	dianping_category2	dianping_price	telephone	problem	reviews	本月销量	本月销售额	本月累计销量	jaccard_entropy	same_cat_ratio	degreeCus	degreeDist	avgCusEntro	numStoreCusVisted	cusEigen	dEigen	fiter_flag	商家评分	Income_entropy	Num_Unique_Customers	popularity
2297	楚风轩酒楼	291652	2666530.0	大兴区宏达北路12号创新大厦B座首层	39.799694	116.50911			亦庄	大兴区,亦庄	川湘菜	川菜/家常菜	川菜/家常菜	34.0	010-67869783	1.0	2350.0	74.25	1665.575	3499.0	2.24312278047	0.110726643599	0.446913001672	161.350647647	0.479797391834	2.54982817869	0.00996444531829	0.00328184321252	1	4.54910638298	2.72890949549	291	48.9875
2298	迎面（亦庄店）	91056040	66529059.0	大兴区经海二路与科创二街交叉口17号（近格林豪泰酒店）	39.81303	116.52431			大兴区	大兴区	小吃快餐	快餐简餐	快餐简餐	15.0	010-67870580	1.0	213.333333333	33.0	1136.3875	721.25	2.13045371644	0.185185185185	0.266001014602	111.620058327	0.652445791657	3.66666666667	0.00593080209054	0.00227033195184	1	4.11	2.31891656968	27	75.7591666667
2299	京碗居老北京炸酱面大王（金泰公寓店）	292998	2706268.0	大兴区亦庄开发区北环东路3号院金泰公寓2栋12号	39.808655	116.505646			亦庄	大兴区,亦庄	京菜鲁菜	北京菜	北京菜	56.0	010-67871828	1.0	58.0	9.66666666667	758.106666667	215.333333333	2.04056655408	0.0983606557377	0.189323882816	231.604483624	0.815610118375	3.37931034483	0.00422119622993	0.00471079362651	1	4.2	2.68539854736	29	13.5376190476
2300	北京时时牛正宗潮汕鲜牛肉火锅（大兴店）	97563568	67516945.0	大兴区北环西路林肯公园B区底商	39.804993	116.49701			亦庄	大兴区,亦庄	火锅	火锅	火锅	89.0	010-67876661	1.0	373.333333333	81.75	12189.2925	934.75	2.33831095172	0.224	0.629501573187	201.978781368	0.562997894931	3.47142857143	0.0140354699468	0.00410821216011	1	4.95	3.03034036462	140	136.958342697
2301	猪大哥韩国烤肉（亦庄店）	5411059	17170939.0	大兴区亦庄开发区天宝园五里2区2号楼	39.790077	116.49945			亦庄	大兴区,亦庄	日韩料理	韩国料理	韩国料理	71.0	010-67878618	1.0	7238.0	90.0	12884.3475	1117.5	2.2596960625	0.127610208817	0.788894218743	376.887276874	0.687730715154	3.27777777778	0.0175893144195	0.0076658195646	1	4.51083172147	3.60655741157	360	181.469683099
2302	帕丁顿西餐厅（亦庄易居国际店）	50072507	24778313.0	大兴区荣华中路5号院易居国际东门（华联力宝购物中心对面）	39.8044	116.49997			亦庄	大兴区,亦庄	西餐	西餐	西餐,咖啡厅	162.0	010-67879798	1.0	173.0	2.0	712.76	77.0	1.63442724471	0.0	0.0348862343651	226.156684167	0.435945204696	1.86363636364	0.000777829182394	0.00459998636338	1	4.73371868979	1.57539056031	22	4.39975308642
2303	锦府盐帮酒楼（亦庄店）	1658633	5502062.0	大兴区经济技术开发区天华北街5号院（近汉阳生活广场）	39.801468	116.49919			亦庄	大兴区,亦庄	川湘菜	川菜/家常菜	川菜/家常菜	129.0	010-67880298	1.0	54.0	30.0	3000.0	508.5	2.39158382511	0.125	0.464550357981	208.13097847	1.01711248673	6.0	0.0103576906968	0.00423334674491	1	4.5	2.95113020208	37	23.2558139535
2304	康轩家烤鱼香锅鸡公煲	95994366	67640988.0	大兴区天宝南街与天宝中路交口上海沙龙新天地天宝商业中心二楼B7	39.791115	116.49889			亦庄	大兴区,亦庄	川湘菜	烤鱼	烤鱼,川菜/家常菜	50.0	010-67880530	1.0	472.0	6.0	485.583333333	272.666666667	1.9695437967	0.127272727273	0.437214698673	548.132030692	0.448459211807	2.7578125	0.00974821036977	0.0111489071208	1	5.0	2.16466954857	128	9.71166666666
2305	雲之南鱼锅（通州店）	77078335	32895921.0	通州区九棵树西路162号	39.876396	116.6428			梨园	通州区,梨园	火锅	鱼火锅	鱼火锅	93.0	010-67882222	1.0	230.0	3.0	674.2975	160.0	2.2819126432	0.180952380952	0.359514101904	143.014646584	0.522527506088	4.0	0.00801578516662	0.00290889224201	1	4.06	1.88294571826	37	7.25051075269
2306	渔夫小馆（亦庄.林肯公园店）	92784342	59431767.0	大兴区文化园西路8号院5号楼底商115号	39.80517	116.48884			亦庄	大兴区,亦庄	粤港菜	粤菜馆	粤菜馆	82.0	010-67883298	1.0	53.3333333333	3.75	337.3075	204.0	1.86035100601	0.0	0.193329465618	190.522658435	0.494420397225	3.92307692308	0.00431050535866	0.00387519667591	1	4.78	1.28529302412	13	4.11350609756
2307	黄金港快餐中心	62668994	38069056.0	大兴区经济技术开发区宏达北路12号B座一区一层	39.800064	116.509544			亦庄	大兴区,亦庄	小吃快餐	快餐简餐	快餐简餐	30.0	010-67887256	1.0	15.0	2.5	36.035	95.0	1.42739986518	0.44	0.164853382816	160.708498719	0.461035173009	3.23076923077	0.00367559796305	0.00326878201858	1	3.6	1.73798344859	13	1.20116666667
2308	木槿花韩式烤肉	102416204	22701690.0	大兴区亦庄大雄商业中心2层	39.79963	116.4953			亦庄	大兴区,亦庄	自助餐	海鲜	海鲜	102.0	010-67891268	0.0	4.0	10.5	1344.0	28.0	1.64653049049	0.108695652174	0.120359758371	173.642214361	0.877088672811	4.5	0.00268356084143	0.00353185147328	1	4.0	2.30461938482	14	13.1764705882
2309	融桥海鲜大排档	40618380	22701690.0	大兴区经济开发区大雄商业中心二楼	39.79963	116.4953			亦庄	大兴区,亦庄	海鲜	海鲜	海鲜	102.0	010-67891268	0.0	681.857142857	14.375	1485.61	717.125	2.38447157482	0.0442477876106	0.302988168299	173.642214361	0.667519431007	3.11594202899	0.00675547371369	0.00353185147328	1	4.98579509742	2.6234436848	69	14.5648039216
2310	亦海人家（荣京道店）	94880094	24661001.0	大兴区亦庄开发区荣京西街荣京道底商	39.785957	116.497086			亦庄	大兴区,亦庄	其他美食	家常菜	家常菜	68.0	010-67891819	1.0	18.0	135.0	12930.5	828.5	2.37566920814	0.05	0.223203507786	129.453193395	0.683534695558	2.96	0.00497658188476	0.00263305471826	1	4.5	2.79313619334	50	190.154411765
2311	虾吃虾涮（同济南路店）	88600249	45348496.0	大兴区同济南路地铁站永康公寓12号楼底商	39.77163	116.53787			通州区	通州区	火锅	火锅	火锅	80.0	010-67893162	1.0	1373.33333333	75.0	10381.5875	1944.25	2.27241132682	0.237179487179	0.546982055835	126.93341673	0.547386014407	2.89520958084	0.0121956013028	0.00258180291317	1	4.73786407767	3.50934648643	334	129.76984375
2312	金碗居	5814014	9006643.0	大兴区贵园路6号中段	39.794205	116.48007			亦庄	大兴区,亦庄	京菜鲁菜	烤鸭	烤鸭	55.0	010-67895458	1.0	9.0	1.0	80.285	61.0	1.35099240112	0.0526315789474	0.163693167398	131.086152218	0.776307477502	3.2	0.0036497296105	0.00266626880763	1	4.0	1.83437197028	10	1.45972727273
2313	The Roots 香海西厨	6562360	18136317.0	大兴区亦庄开发区天宝北街1号（儒宴北侧，大中电器北侧，听涛雅苑小区西门）	39.797028	116.4882			亦庄	大兴区,亦庄	西餐	西餐	西餐	105.0	010-67897276	1.0	141.333333333	3.5	601.9125	83.75	1.73103514534	0.130434782609	0.071410275632	181.324472959	0.608453339813	3.0	0.00159217517512	0.00368810723429	1	5.0	2.02280852941	12	5.7325
2314	格兰云天国际酒店·爱丽舍西餐厅	118673440	70448310.0	大兴区荣华南路15号中航技广场10号楼	39.779606	116.5181			亦庄	大兴区,亦庄	自助餐	自助餐	自助餐	240.0	010-67897888	1.0	17.0	2.5	467.35	113.0	1.54811894503	0.117647058824	0.0367601202114	97.7273554973	0.435606706402	2.7	0.000819609647448	0.00198775686986	1	4.4	1.22752941146	10	1.94729166667
2315	拿渡麻辣香锅（凉水河一街物美店）	4617049	10336039.0	大兴区凉水河一街博兴八街路口东南角物美大卖场底商1层（近北京电子科技职业学院）	39.770077	116.502785			亦庄	大兴区,亦庄	川湘菜	香锅	香锅	62.0	010-67898977	1.0	1976.0	204.25	17584.355	8078.0	2.3226031777	0.114478114478	0.793418971069	114.969157267	0.604125093673	2.95851216023	0.0176901990368	0.00233845202314	1	4.67611336032	3.68144685767	699	283.618629032
2316	亮健容天土锅羊蝎子（林肯公园店）	50538847	24616922.0	大兴区亦庄经济技术开发区文化园西路麦当劳西侧100米林肯公园北门203（亦庄文化园地铁站对面）	39.805428	116.48946			亦庄	大兴区,亦庄	火锅	羊蝎子	羊蝎子	77.0	010-67899750	1.0	149.333333333	19.75	1779.0175	231.5	1.86385486154	0.32	0.120544690824	201.415641814	0.521091783641	2.58823529412	0.00268768412561	0.00409675800265	1	4.96964285714	2.03195622386	17	23.1041233766
2317	来兄广弟	5255655	20668448.0	大兴区林肯公园西门26号楼底商（地铁亦庄线文化园站向南50米）	39.805172	116.49473			亦庄	大兴区,亦庄	烧烤烤肉	烧烤	烧烤	78.0	010-67902776	1.0	340.0	6.5	572.325	451.0	2.03700439398	0.111111111111	0.163342610754	213.699155478	0.748655169215	2.80952380952	0.00364191354228	0.00434660246584	1	5.0	2.5325911608	21	7.3375
2318	人民公社大食堂	41959467	22546505.0	大兴区南小街红绿灯（斯博瑞酒店）向南100米芳源里小区东门	39.78536	116.42087			旧宫	大兴区,旧宫	东北菜	东北菜	东北菜	53.0	010-67906670	1.0	384.0	15.0	1873.22	841.0	2.16229141647	0.0184049079755	0.326975219155	212.681954139	0.628515267789	2.94174757282	0.00729029291946	0.00432591277318	1	5.0	2.75449625146	103	35.3437735849
2319	谢蟹浓肉蟹煲（槐房万达广场店）	104338083	69138159.0	丰台区南苑西路39号槐房万达广场4层（丰台新宫地铁B出口对面）	39.81367	116.36828			公益西桥	丰台区,公益西桥	江浙菜	江浙菜	本帮江浙菜	81.0	010-67915966	1.0	160.0	40.5	7156.455	2088.0	2.35443360783	0.0117416829746	0.633212553102	353.049593886	0.524247071013	2.5935483871	0.0141182105614	0.00718096537122	1	5.0	2.82047070667	620	88.3512962963
2320	亮健容天土锅羊蝎子（京玛特店）	71855122	37779034.0	大兴区吉场路南小街红绿灯（斯博瑞酒店）向南100米	39.78449	116.421104			旧宫	大兴区,旧宫	火锅	羊蝎子	羊蝎子	63.0	010-67928007	1.0	543.333333333	9.5	998.9825	205.5	1.77771579298	0.239130434783	0.100097769948	144.313338563	0.220944518992	1.98148148148	0.0022317962364	0.00293530740375	1	4.96797546012	1.25648074722	54	15.8568650794
2321	严厨老坛酸菜鱼（丰台槐房万达店）	110776412	75102248.0	丰台区新宫地铁站槐房西路槐房万达广场4062号	39.814945	116.36688			公益西桥	丰台区,公益西桥	川湘菜	川菜	川菜	86.0	010-67938600	1.0	87.0	5.0	1129.195	146.0	1.917620625	0.203703703704	0.121133992395	217.365335703	0.360296196157	2.31818181818	0.00270082328974	0.00442117191357	1	5.0	1.76174428432	44	13.1301744186
2322	惠仁湘菜	40499813	22078470.0	大兴区旧宫南小街东方世家酒店底商	39.788128	116.42203			旧宫	大兴区,旧宫	川湘菜	湘菜	湘菜	51.0	010-67955709	1.0	147.0	7.0	862.69	452.0	2.14161690467	0.109090909091	0.163273986683	138.263604796	0.454264918301	2.43902439024	0.00364038348876	0.0028122569048	1	4.5	2.15418252543	41	16.9154901961
2323	汉丽轩火锅烤肉烤肉（新宫店）	63822326	8455754.0	大兴区新宫地铁口往南800米（同兴园小区东门对面）	39.798847	116.36779			西红门	大兴区,西红门	烧烤烤肉	火锅	火锅	79.0	010-67959592	1.0	7142.66666667	595.5	32712.665	23967.0	2.42986753037	0.0863422291994	0.513916112235	165.279635374	0.420778984518	2.21705426357	0.0114583576208	0.00336175811767	1	3.41217099123	2.86105659191	1290	414.084367089
2324	草原天赋羊蝎子火锅	101439375	90467108.0	大兴区旧宫宣颐路2号底商	39.81252	116.44775			旧宫	大兴区,旧宫	火锅	东北菜	东北菜	85.0	010-67968896	1.0	320.0	46.0	5319.15	249.0	2.17105865119	0.181818181818	0.205316675643	211.232765796	0.537952688507	2.97777777778	0.00457777415229	0.0042964365424	1	4.6	2.41361284103	45	62.5782352941
2325	深海800米蒸汽火锅（槐房万达店）	116098563	74985884.0	丰台区槐房南路4号院槐房万达广场4层4063室	39.81395	116.36806			公益西桥	丰台区,公益西桥	火锅	海鲜	海鲜	89.0	010-67970277	1.0	75.0	9.0	492.505	344.0	2.26263908204	0.224137931034	0.159297227124	350.109872836	0.555654825042	3.06060606061	0.00355171700777	0.0071211719727	1	5.0	2.11021320035	33	5.53376404494
2326	北京森记老汤羊蝎子火锅（南苑店）	40142543	24598252.0	丰台区南苑路111号华苑饭店二段一层	39.806675	116.40204			大红门	丰台区,大红门	火锅	羊蝎子	羊蝎子	110.0	010-67988566	1.0	18.0	26.5	2389.23	1562.0	2.23558124197	0.225694444444	0.46802420945	161.543107867	0.566905664407	2.96694214876	0.0104351442568	0.00328575781886	1	5.0	3.44834933358	242	21.7202727273
2327	blublu潮牛（槐房万达店）	111472800	74601732.0	丰台区槐房西路槐房南路6号院万达广场四层4053--4055室	39.813816	116.368324			公益西桥	丰台区,公益西桥	火锅	火锅	火锅	109.0	010-67988790	1.0	0.0	1.0	77.14	51.0	2.1301281073	0.174603174603	0.177762246972	637.535069722	0.463655188883	2.91428571429	0.0039634161078	0.0129673488878	1	4.0	1.80389263771	35	0.707706422018
2328	汇佳蛋糕房	4572796	9994203.0	大兴区旧宫西路清乐园小区北门底商	39.80384	116.43279			旧宫	大兴区,旧宫	甜点饮品	甜品饮品	甜品饮品		010-67990113	1.0	417.0	5.0	463.3925	184.75	1.54879989398	0.171428571429	0.141148343817	156.028370137	0.329871888471	1.86956521739	0.00314706653973	0.00317358904325	1	4.93525179856	1.4176946815	46	
2329	金丽轩韩式自助烤涮城	4544581	8705821.0	大兴区南苑民俗旅游文化街内（近南苑机场）	39.793896	116.37757			西红门	丰台区,大兴区,丰台其它,西红门	自助餐	自助餐	自助餐,韩国料理	40.0	010-67992270	1.0	737.333333333	23.3333333333	2459.56666667	1097.66666667	2.20733699739	0.13567839196	0.25929924504	138.776692581	0.411149168951	2.34222222222	0.00578137834123	0.00282269301824	1	3.81139240506	2.53460369852	225	61.4891666667
2330	重庆朝天门老鱼锅	41635861	23493295.0	大兴区南小街南路9号兰州拉面旁	39.786983	116.41796			旧宫	大兴区,旧宫	火锅	鱼火锅	鱼火锅	48.0	010-67996808	1.0	35.0	1.5	127.5	96.0	1.11481053081	0.166666666667	0.0172972033672	136.411264876	0.173412267671	1.33333333333	0.000385661272925	0.0027745806433	1	4.6	0.425848449239	18	2.65625
2331	名家火王炭火烤肉专门店	73520395	45426674.0	大兴区旧宫镇小红门路宣颐家园101	39.81095	116.455505			旧宫	大兴区,旧宫	日韩料理	韩国料理	韩国料理	87.0	010-67997699	1.0	361.333333333	14.0	2131.18666667	440.333333333	2.0739856523	0.195652173913	0.269579463361	504.070572735	0.568274154619	2.96428571429	0.00601058776886	0.0102527049744	1	4.59077490775	2.71520070653	56	24.4963984675
2332	签上签串串香（石佛营店）	40715349	22665864.0	朝阳区八里庄北里129号院保利东郡底商9-6号（漫咖啡南侧80米）	39.928757	116.5017			十里堡	朝阳区,十里堡,石佛营	火锅	重庆火锅	重庆火锅	81.0	010-68002751	1.0	196.0	8.0	760.0	256.5	2.28625778763	0.241071428571	0.212739742391	261.996663568	0.629041697467	3.78846153846	0.00474328006155	0.00532896511153	1	4.9	3.0800344062	52	9.38271604938
2333	淮扬春饭店	263286	21256574.0	西城区月坛南街三里河东路10号	39.914337	116.345314			月坛	西城区,月坛	江浙菜	淮扬菜	淮扬菜	113.0	010-68014366	1.0	25.0	50.5	4646.0	449.5	2.07685681494	0.0	0.259944372362	524.054895816	0.679183536808	3.17948717949	0.00579576220542	0.010659182519	1	4.1	2.64511571442	39	41.1150442478
2334	人民公社大食堂（南礼士路店）	42274318	22256004.0	西城区南礼士路15号（原水晶宫酒楼）	39.913227	116.35257			复兴门	西城区,复兴门	东北菜	东北菜	东北菜	67.0	010-68015017	1.0	258.0	15.0	1425.0	279.5	2.20120237064	0.0254237288136	0.323926808336	550.877292559	0.870982972899	4.30769230769	0.00722232505369	0.0112047452544	1	3.9	2.8634289754	39	21.2686567164
2335	石畅苑烤鸭店	83549876	14154881.0	大兴区黄村镇新兴家园28号楼（近南中轴路、金色漫香郡）	39.716408	116.40223			黄村	大兴区,黄村	京菜鲁菜	烤鸭	烤鸭	66.0	010-68016828	1.0	208.5	5.0	986.736	195.8	1.72077282143	0.0681818181818	0.105162667416	44.3093095767	0.538309120947	2.34210526316	0.00234472401803	0.000901243403769	1	4.95755395683	2.12888523959	38	14.9505454545
2336	阳澄湖大闸蟹（德胜门订购店）	3302217	38111268.0	西城区德内大街120号的店	39.943027	116.37951			新街口	西城区,新街口	江浙菜	江浙菜	本帮江浙菜	120.0	010-68019097	1.0	599.4	115.166666667	29936.91	1883.16666667	2.27860197084	0.020202020202	0.141319996746	577.380693411	0.302614910864	1.88321167883	0.00315089374148	0.0117438196707	1	4.05825825826	1.38419298516	137	249.47425
2337	龙港酒楼（月坛店）	264167	511015.0	西城区复兴门北大街5号黑龙江宾馆1楼（月坛南桥西南）	39.913094	116.35619			复兴门	西城区,复兴门	东北菜	东北菜	东北菜	83.0	010-68019722	1.0	65.0	2.5	296.26	161.0	1.72072760502	0.0285714285714	0.0921268834807	548.760739628	0.694672974976	3.64285714286	0.00205407604915	0.0111616949477	1	5.0	2.06425807517	14	3.56939759036
2338	菜香根酒楼（月坛总店）	263563	509664.0	西城区月坛南街9号（儿童医院北门往西约300米）	39.91443	116.3512			月坛	西城区,月坛	川湘菜	湘菜	湘菜	104.0	010-68021707	1.0	1869.33333333	42.25	7104.1275	409.75	2.08491138607	0.114942528736	0.284734361872	542.141214229	0.698265603812	3.58333333333	0.00634848386262	0.0110270549892	1	4.24179743224	2.51871068913	36	68.3089182692
2339	金堂羊蝎子火锅	5993981	17175862.0	西城区真武庙四条1号（中央人民广播电台，地铁南礼士路站，真武家园，京铁生达大厦）	39.903286	116.3504			复兴门	西城区,复兴门	火锅	羊蝎子	羊蝎子	62.0	010-68023516	1.0	1296.0	78.0	9696.0	451.0	2.25931949623	0.216666666667	0.234671594567	507.999977925	0.485818674829	2.6091954023	0.0052322762217	0.0103326283707	1	4.3	2.52725206371	87	156.387096774
2340	日昇精细家常菜（南礼士路店）	1649344	5581169.0	西城区南礼士路头条1号地藏庵4号(二炮大院西侧)	39.90788	116.34922			月坛	西城区,月坛	其他美食	家常菜	家常菜	56.0	010-68024936	1.0	2152.0	104.0	8249.6825	2555.75	2.43252066298	0.0219512195122	0.495526091493	531.703224528	0.639037349872	2.88921282799	0.0110483307131	0.0108147481522	1	4.76753407683	3.24851835612	343	147.315758929
2341	东来顺饭庄（三里河店）	264019	16006115.0	西城区二七剧场路新11号楼1楼	39.91179	116.34653			复兴门	西城区,复兴门	火锅	涮羊肉	涮羊肉	132.0	010-68027085	1.0	2873.4	96.1666666667	18854.9833333	3335.5	2.36678230393	0.24173553719	0.424250404864	577.551142652	0.34712960465	2.19498607242	0.00945915635641	0.0117472865776	1	4.50578408854	2.55755862132	718	142.840782828
2342	永和鲜浆（阜成门店）	286125	2477131.0	西城区阜成门外大街3号楼底商（近国宾酒店）	39.92297	116.34931			阜成门	西城区,阜成门	小吃快餐	快餐简餐	快餐简餐	22.0	010-68031762	1.0	357.0	9.0	105.0	564.0	2.35848065199	0.24	0.136070753104	536.848409924	0.429070787717	2.42696629213	0.00303385574742	0.0109194002996	1	4.5	2.35406859887	89	4.77272727273
2343	川上城重庆老灶火锅（三里河店）	1095838	3308326.0	西城区三里河二七剧场路东里11号(长安商场北)	39.91153	116.34654			月坛	西城区,月坛	火锅	重庆火锅	重庆火锅	94.0	010-68035188	1.0	822.666666667	4.75	567.27	89.0	1.88966093841	0.0625	0.0111257506637	598.434478622	0.535096782443	2.7	0.000248061554931	0.0121720498829	1	4.62884927066	1.49786613678	10	6.03478723404
2344	金悦印象小馆	349076	4065205.0	西城区三里河二七剧场路东里11号楼底商（近长安商场）	39.911312	116.346535			军博	西城区,海淀区,月坛,军博	川湘菜	川菜/家常菜	川菜/家常菜,家常菜	67.0	010-68035888	1.0	248.0	0.0	0.0	258.0	2.05493974465	0.0943396226415	0.136929315475	581.961546109	0.853003543767	3.63636363636	0.00305299839436	0.0118369933923	1	3.9	2.47188922411	22	0.0
2345	小馍婆婆（万通商城店）	99307262	67733335.0	西城区阜成门外大街2号万通商城二层西侧	39.922802	116.353836			阜成门	西城区,阜成门	西北菜	西北菜	西北菜	52.0	010-68038166	1.0	48.0	0.0	0.0	2.0	1.96779541049	0.0	0.076107148179	559.061883913	0.787162032264	3.91666666667	0.00169689741297	0.0113712183735	1	4.9	1.81430751961	12	0.0
2346	五谷九粥屋（南礼士路店）	279606	2213278.0	西城区复兴门外南礼士路15号（北京儿童医院西门）	39.91245	116.35253			月坛	西城区,月坛	小吃快餐	其他中餐	中餐	38.0	010-68038879	1.0	714.0	4.0	289.675	271.0	1.63365713633	0.258064516129	0.0679817945566	548.293091805	0.225877959781	1.94117647059	0.00151573320079	0.0111521830749	1	5.0	1.4855008677	34	7.62302631579
2347	松鹤楼（月坛店）	320207	3574636.0	西城区南礼士路乙9号院1号楼	39.915127	116.351974			月坛	西城区,月坛	江浙菜	江浙菜	本帮江浙菜	204.0	010-68038959	1.0	1289.0	126.0	13765.6975	11443.0	2.02623995586	0.0	0.240396705282	542.567892729	1.00894241375	5.625	0.00535992422579	0.0110357335533	1	4.51016291699	2.42601513196	16	67.4789093137
2348	湘品湘味	5275006	18181902.0	西城区阜成门外大街22号外经贸大厦二层	39.92297	116.34748			阜成门	西城区,阜成门	川湘菜	湘菜	湘菜	88.0	010-68062668	1.0	12642.3333333	83.0	10520.65	1444.5	2.29854449679	0.128712871287	0.657178241876	529.34379651	0.533802506868	2.87699316629	0.0146525534747	0.0107667578098	1	4.93335882089	3.12120843423	439	119.552840909
2349	极地边城（月坛店）	4238395	17149400.0	西城区月坛南街甲12号	39.9137	116.34645			月坛	西城区,月坛	云贵菜	云南菜	云南菜	93.0	010-68066898	1.0	309.666666667	97.5	8711.7275	1987.0	2.2330251542	0.00641025641026	0.305870085835	533.172483079	0.625105451535	2.94791666667	0.00681972941804	0.0108446326074	1	4.79397201292	2.61430711975	96	93.6744892473
2350	正一味（卓展店）	6650455	8641271.0	海淀区复兴路69号3号楼B1层-103号116商铺(近耀莱影城)	39.91335	116.28068			公主坟/万寿路	海淀区,公主坟/万寿路,五棵松	日韩料理	韩国料理	韩国料理	39.0	010-68158320	1.0	14878.8571429	1823.0	92862.1475	61185.0	2.38125575584	0.0823529411765	0.895882878898	473.148910108	0.770956850832	4.98224852071	0.0199747510701	0.0096237639067	1	4.60833781396	4.11828680511	169	2381.08070513
2351	台湾正宗一品牛肉面（大兴分店）	80849402	57232852.0	大兴区兴丰大街绿地缤纷城北行50米我爱我家对面	39.765507	116.33492			西红门	大兴区,黄村,西红门	小吃快餐	小吃快餐	小吃快餐	20.0	010-68164869	1.0	43.0	0.75	25.5	55.25	1.72824036445	0.227272727273	0.0450071031405	391.582898248	0.697343473715	3.4	0.00100348572653	0.00796472586566	1	4.36976744186	1.97300140639	10	1.275
2352	北京宴时尚京剧餐厅（华贸店）	51246373	21947558.0	朝阳区建国路华贸中心东区四层	39.909065	116.48154			大望路	朝阳区,大望路	京菜鲁菜	北京菜	北京菜	345.0	010-68165505	1.0	144.0	17.0	1710.0	410.0	2.05508533766	0.121621621622	0.346276246729	377.351319524	0.689180711298	5.41176470588	0.00772063178437	0.00767525810882	1	5.0	1.85465261856	17	4.95652173913
2353	贝果（五棵松店）	2636374	6449930.0	海淀区西四环中路16号蓝色港湾购物中心B1楼（肯德基对面）	39.913536	116.28005			公主坟/万寿路	海淀区,公主坟/万寿路,五棵松	甜点饮品	甜品饮品	甜品饮品	32.0	010-68177580	1.0	5828.0	99.0	11025.14	5455.0	2.38642173834	0.154455445545	0.639897519402	388.801611261	0.609693606168	3.03398058252	0.0142672596625	0.00790815498755	1	5.0	3.40967357143	618	344.535625
2354	北京宴（金宝店）	40577383	21947590.0	东城区金宝街88号金宝汇购物中心二期五层	39.915257	116.42224			王府井/东单	东城区,王府井/东单	京菜鲁菜	北京菜	北京菜	359.0	010-68185505	1.0	25.3333333333	11.25	2035.2475	146.25	0.0	0.0	0.00363636363636	654.567861681	0.0630133800509	1.09090909091	8.10769578786e-05	0.0133137928191	1	5.0	0.304636097349	11	5.66921309192
2355	陈阿婆重庆绿色鱼火锅（永定路店）	267320	584518.0	海淀区永定路28号（武警总医院北侧800米）	39.92028	116.264854			五棵松	海淀区,五棵松	火锅	鱼火锅	鱼火锅	87.0	010-68187172	1.0	4958.0	146.0	5199.08	53480.6666667	2.43707285775	0.199142448785	1.42271541901	290.225693957	0.615804763132	3.29509613307	0.0317210954776	0.00590313852286	1	4.60995024876	4.10484724935	4629	59.7595402299
2356	天颐隆火锅店（石景山店）	300312	2967835.0	石景山区鲁谷东路30号（张仪村路口）	39.890617	116.233345			鲁谷	石景山区,鲁谷	火锅	火锅	火锅	106.0	010-68188580	1.0	3700.8	52.8333333333	11805.7366667	2199.83333333	2.38798249255	0.20316027088	0.743135028587	219.73697761	0.662643012253	3.46285714286	0.016569060038	0.00446941068428	1	4.9195849546	3.64335142604	350	111.374874214
2357	和合四季椰子鸡火锅（卓展店）	42493091	23883194.0	海淀区玉渊潭南路卓展购物中心东侧麦当劳二楼（临必胜客、肯德基、麦当劳）	39.913116	116.28065			五棵松	海淀区,五棵松	火锅	火锅	火锅	116.0	010-68210056	1.0	286.0	23.0	2070.0	617.0	2.4162887702	0.204819277108	0.202521393291	499.776352564	0.714036132353	3.69444444444	0.00451545008017	0.0101653613069	1	5.0	2.67820036846	36	17.8448275862
2358	正湘合精品湘粤菜	40332545	23060396.0	丰台区西四环中路326号(302医院北侧500米)	39.88697	116.27561			青塔	丰台区,青塔	川湘菜	湘菜	湘菜,粤菜馆	116.0	010-68211931	1.0	171.0	3.5	508.595	205.0	2.06919596339	0.142857142857	0.0589920308166	270.361067145	0.390994171404	2.65384615385	0.00131529595936	0.00549909557897	1	4.2	1.40561088998	26	4.38443965517
2359	品知味（翠微店）	41696772	22064009.0	海淀区翠微商场A座5层(翠微百货)	39.90825	116.3037			公主坟/万寿路	海淀区,公主坟/万寿路	粤港菜	粤菜馆	粤菜馆	82.0	010-68212560	1.0	134.0	74.0	7030.0	1709.0	2.32467416203	0.025	0.268568492675	426.546063555	0.724009674119	3.0	0.00598804700124	0.00867587037251	1	4.2	3.34424326056	114	85.7317073171
2360	小辉哥火锅（北京五棵松店）	62012463	22886078.0	海淀区复兴路卓展购物中心69号3号楼6层602-6b-0002商铺（万事达中心）	39.913174	116.27675			五棵松	海淀区,五棵松	火锅	火锅	火锅	130.0	010-68213882	1.0	2340.0	479.5	34578.85	34087.5	2.40466668427	0.195652173913	0.205889084477	342.86754034	0.100054455539	1.36296084596	0.00459053667319	0.00697386422967	1	4.2	0.673814525413	3499	265.991153846
2361	博雅宴府	290138	2619262.0	海淀区万寿路西街2号北京寰岛博雅大酒店3楼	39.909626	116.29475			公主坟/万寿路	海淀区,公主坟/万寿路	川湘菜	湘菜	湘菜,中餐	359.0	010-68214488	1.0	1526.0	11.0	1040.78	843.0	2.36970609531	0.0960591133005	1.2168794996	436.347966451	1.101694175	6.74774774775	0.0271317441814	0.00887523931809	1	5.0	4.07191287973	111	2.8991086351
